TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
0.0015346204961095174,0.0015841053156913328,0.0015849715003724359,0.0010667451044363368,0.0012025305077195667,0.0013473405393954522,0.0016906779174339676,0.0019925051833725887,0.0023562331011451046,0.0021557471151444044,0.0021285283202496846,0.0015346204961095174,0.0006777530637519178,0.0029997253722829327,0.0021007558700546795,0.0008813004485952467,0.0012078160315934017,0.0015137234852592536,0.0015057657369164008,0.0016761942884305067,0.0015362981533890987,0.0015034007371368951,0.0024810315299910006,0.002059658240085546,0.001900854900228804,0.0017359736151192615,0.0,0.0015672442585503773,0.0022185018835603125,0.001511772129657197,0.001999808846912443,0.001872842167882735,0.002630924186993743,0.00145013976365137,0.0016445085611180978,1004
0.001617546210304757,0.0015973475753836325,0.0017463738934857186,0.001360244510051873,0.0011825549178903381,0.0013851164423691565,0.0016891465062768716,0.0019175767351111749,0.0025850444697514863,0.0024111806925899,0.002212287909254386,0.001617546210304757,0.0011138426613377477,0.0031995188014088613,0.001881298917122333,0.0007710804862904738,0.001969974914044232,0.0013351917250042395,0.0013456517619072515,0.0011216324964870804,0.0018006444328004987,0.0005586707051750842,0.005217349423517691,0.0008498848364021825,0.0023586862287468618,0.001313468591844311,0.0,0.0016516526025675178,0.002455127272242509,0.0016082789734956078,0.002179840300284123,0.002243215892607827,0.0031815291613295615,0.0018334134882949254,0.00191789233726305,1321
0.00035842116565054633,0.0002921573544613587,0.0003792956238162143,0.00022927634092942336,0.00021773392913859265,0.0002948001839908686,0.0003606473274961045,0.0005668928651356944,0.0007458202625566789,0.0006905127478196919,0.0004923497710944121,0.00035842116565054633,8.35210846239737e-05,0.0006876282684404746,0.00047353561345198525,0.0003063196452386813,0.0002583108316686241,0.0003449926708526556,0.00035086200135933497,0.00022516042680409792,0.00044051865366349176,0.000670353288506296,0.0021176437366866347,0.00020210448176669044,0.000520194987258115,0.00026052412579538907,0.0,0.00035227866905160647,0.0007015442861634137,0.00036480597513786645,0.000386824339001312,0.0003965906550466876,0.0004837951657344011,0.00033812092968554754,0.00039956090359646873,253
0.0003951341011713505,0.0004245799513843541,0.00038333068364404635,0.0002729480249159802,0.0002643436387401262,0.000314058487467659,0.00039969831200205216,0.0005501325543403782,0.0006462611174378717,0.0008729653031379032,0.0005277273604403042,0.0003951341011713505,0.00016019617870499872,0.0007391650893810851,0.0006148145169936742,0.0002580984117303432,0.000317211378450206,0.0003492758755697879,0.0003547423145291995,0.00023766933940432559,0.0006166471680101182,0.0005978083064334295,0.0022683755189569672,0.00032169205880061937,0.0008039446469868673,0.0003154817182253774,0.0,0.0004142243001825912,0.0007120980006821032,0.00038880636823904186,0.0005519110964367326,0.0005901192679661049,0.0005713390528672927,0.00039902469962890705,0.00045844356307384303,303
0.001810214904264341,0.0012737398541530624,0.0013218855995977851,0.0022934056399410946,0.0014249254078183128,0.0013051204125424886,0.0015681650248662888,0.0031065729009436055,0.00285228217507039,0.0022820604226723965,0.002137897088969743,0.001810214904264341,0.0006339387242770463,0.0024857691305738305,0.0023671196526214213,0.00184296961970439,0.0019444276889341483,0.0017917424096258407,0.00183477544831913,0.0009131506198166193,0.0028361348547194503,0.0024514147820175972,0.007478410520154748,0.0012946250373568969,0.0032337049931843035,0.0015778956948790876,0.0,0.0017672316715147865,0.002943930892055497,0.0019497161448244352,0.002119713965470801,0.0022818262808996315,0.002393634177133537,0.001676953803440433,0.001947333667001737,1146
0.0013592692245654068,0.0013920925501529895,0.0014235691072591533,0.0010590383366740031,0.001029408729199585,0.0012140138230176724,0.001451012071348446,0.0017785647455735526,0.0020523157107824297,0.0016392660354743905,0.001403637319581286,0.0013592692245654068,0.001425335231041912,0.0026361436903046534,0.0012854704978378184,0.000683363766289592,0.0018883657227203535,0.001226164695840872,0.001233735361007999,0.0010715968460861696,0.0018156810322556558,0.0007433165789686935,0.0030998133726085524,0.001123011733635642,0.0013529150213588983,0.0011872199728151687,0.0,0.001363595522340207,0.0018574537552893552,0.0013359376707264804,0.001937597205689411,0.0018485319234027096,0.002711556714616143,0.0018187125783085973,0.0017075971248438559,1050
0.007560786626595801,0.00602026231261168,0.0076762978164677245,0.006636811504662916,0.005892133146628154,0.006021923356396386,0.008579731007630256,0.010903075122670686,0.011564580698800401,0.009608232259295958,0.01021447488750486,0.007560786626595801,0.0025357548971081854,0.01172356778821614,0.008590092384117794,0.007931704037357221,0.005185377052205045,0.007986229886216667,0.008167038087520258,0.004294726659411497,0.014514835664576174,0.014521650320735238,0.01720186803188588,0.008569572538690331,0.008430845454737783,0.008398390914227057,0.012699905926622766,0.0075228318138512015,0.010754790553203497,0.007922656080556435,0.008880624896820776,0.00941902805735883,0.011719361943289992,0.0068810759386006,0.007469685945129773,4407
0.007976602677966202,0.006593817685534404,0.007673069768605459,0.008112657531149793,0.006660527502059151,0.007092981311297883,0.008922767106819756,0.009932948897812384,0.01015328615044959,0.009493146801326008,0.010379057585766184,0.007976602677966202,0.004551899112006566,0.014462785120402015,0.008476175797862836,0.005773229775555417,0.006939619843097459,0.007092208247077053,0.007113430948397553,0.006658911140854525,0.013217895164282597,0.018151516943250165,0.007459229203661951,0.014968007569653517,0.006883942305998927,0.01344367146237122,0.009877704609595485,0.008028985013907091,0.009909937933049458,0.008351631527775339,0.010282645906282854,0.011064974610094662,0.013332012495737995,0.007566768382962906,0.008298249082061396,4930
0.009756536832178343,0.0095865683759941,0.009118428198934905,0.006286795802123601,0.008064145614059619,0.008229221216428518,0.00949704629073075,0.012929100927633906,0.018565160587154423,0.018408059350412762,0.011459262635952022,0.009756536832178343,0.004534784135649195,0.010738720319556529,0.012143843143561702,0.011703982247238072,0.0072830880917996955,0.007997716662503521,0.008071664074345166,0.006487956001984747,0.011377855514960827,0.01992790918663027,0.011591189371254485,0.008400904240804865,0.009842025357384366,0.009474063804422134,0.03198494825964252,0.009312130379522872,0.015827794484739883,0.009798223642484082,0.010486658383366204,0.011129801928708064,0.014576057207626454,0.0098244081308633,0.011301264715407489,6755
0.0037760886968689115,0.004365807492305006,0.0042343917833269715,0.003683834990395441,0.0032253919044261245,0.0030583667329102926,0.00347094338755805,0.003920926825468968,0.004866171549140298,0.00458657654446088,0.0036739556619524516,0.0037760886968689115,0.0019182465501342157,0.005813776992409968,0.0037670651513527034,0.003189030909351429,0.003974012794901909,0.0036321576001281846,0.0036928327756574476,0.0023933719441768925,0.002779493282088004,0.006172288674529138,0.013205678607219804,0.0022312839204013616,0.0056383333568223604,0.003004449632768438,0.005644402634054563,0.003780365728589472,0.004575312973181346,0.0036508387442640636,0.004923408433326671,0.00507321435295901,0.005738732180211396,0.003603823076648445,0.0038694319085131705,2424
