TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
-0.2528387562573684,-0.24713733620583264,-0.25865987658392436,-0.24531980250083096,-0.23305305209821617,-0.24114672166704385,-0.25362632598695856,-0.27316914490214683,-0.2789080807226448,-0.2567159357512418,-0.2608527415814708,-0.2528387562573684,-0.18850811534482237,-0.27513481348502183,-0.25817642591566764,-0.23726311246236256,-0.24110132511643056,-0.24596248381676244,-0.2471634806020665,-0.21375386889359582,-0.2932229152581959,-0.2844885258720302,-0.31856630290763016,-0.22426000318281128,-0.2619411340068325,-0.24670978955629047,-0.27036253520175363,-0.2493765547857808,-0.2691817633075202,-0.2528566108880906,-0.26614447079368125,-0.2739242110971043,-0.2863074422477715,-0.2516284429996636,-0.25497441602026494,1004
-0.25031051568915647,-0.24674970757197764,-0.2538451307464143,-0.23608378004412178,-0.23366300390832392,-0.23997195216470787,-0.2536734253197694,-0.2753885634010401,-0.27235639375795817,-0.2491527211245104,-0.2582903924351783,-0.25031051568915647,-0.1717908298419667,-0.2694726082775419,-0.2647662948242589,-0.24023700443204363,-0.21768558070207666,-0.25141772514396615,-0.2520271978161697,-0.2326569158516026,-0.2862679214446344,-0.30742814084559295,-0.2599741808604772,-0.2565634027317838,-0.2485416382888683,-0.2584660385948172,-0.27036253520175363,-0.24677126745078032,-0.26220407980892657,-0.24989016608139708,-0.2608583187080629,-0.2633700439407891,-0.2708457376439487,-0.23943399906845855,-0.24652111105239335,1321
-0.28869874121413114,-0.28495535479631007,-0.29462602799012444,-0.27167379218036874,-0.263123676336528,-0.27387902485958143,-0.29453209653314977,-0.31539650213108966,-0.3250199538634162,-0.3001005295441407,-0.31090624301848063,-0.28869874121413114,-0.21128771317288947,-0.34066033311221905,-0.3070387109020163,-0.25277691557086535,-0.27027289497341894,-0.2816743853295257,-0.28224552249716056,-0.26321447296417,-0.3220530529797803,-0.3047163021464985,-0.3263474390051957,-0.27386044989123864,-0.3023493486471415,-0.28776433491011116,-0.27036253520175363,-0.286876810236116,-0.31391428357667317,-0.28811226382628025,-0.31350553610131593,-0.3159914642285176,-0.34660162087021007,-0.28700903511787207,-0.2934694663354957,253
-0.2875794366188965,-0.2810790684577602,-0.29450565934418665,-0.2702995043749941,-0.26170045544627657,-0.27328012276035135,-0.29333106354647404,-0.3158929510058421,-0.32787068788621876,-0.2946982333821897,-0.30982398202680783,-0.2875794366188965,-0.20834841022733244,-0.33919976427778076,-0.30279637799139647,-0.25407799330760084,-0.2684632983380452,-0.2815435071297455,-0.2821276517993698,-0.26278808844632023,-0.31741908298254745,-0.306477814854589,-0.32311985532273635,-0.2706672194315024,-0.29404475672937974,-0.28623513381764426,-0.27036253520175363,-0.2849648408671707,-0.3136030723408204,-0.28737453540576746,-0.30865819586836474,-0.31047667418287545,-0.34414327453152693,-0.28507128786305047,-0.2916487544962618,303
-0.24443642930931317,-0.256222382311809,-0.26650791229906573,-0.20671848326163064,-0.2262622552790166,-0.24245969934612524,-0.2573942726118236,-0.2401698961686023,-0.2647044234862249,-0.25297588456219877,-0.26056613491569186,-0.24443642930931317,-0.19018771702799783,-0.2897004862448996,-0.2501780354082935,-0.21131590502689543,-0.21847046598970865,-0.23746729884920856,-0.23716928617359673,-0.23976332448243223,-0.25902399921321784,-0.26146916960796246,-0.2115586191877501,-0.2446879388116903,-0.22293218463883194,-0.2511083251841769,-0.27036253520175363,-0.24320388690297193,-0.2477900857273247,-0.23939500860431265,-0.2626237710455378,-0.2622698025770034,-0.29297085469209677,-0.24441200494722443,-0.2456107551327764,1146
-0.25818486877153496,-0.25275795139673,-0.2634746224214344,-0.24556232387825003,-0.23833930111914997,-0.2452929669694061,-0.2609973715718508,-0.2795061687739868,-0.2876103214238316,-0.27200858950199547,-0.28302839763218945,-0.25818486877153496,-0.1598499116256412,-0.28543882649510016,-0.2826578727516556,-0.24260372679124811,-0.2201928531486788,-0.2547491702292814,-0.2554268368892929,-0.23436245392300173,-0.2858723060555301,-0.3029446322156337,-0.30531647498048026,-0.249270361520892,-0.2779778654476113,-0.2619789203934102,-0.27036253520175363,-0.2556622304427925,-0.27982846348143064,-0.25826144226363684,-0.2679711526919934,-0.2746169556594879,-0.2840431758831949,-0.23990173116445,-0.2530236533353715,1050
-0.06911290198242466,-0.11728174386441108,-0.07695136867629498,-0.07003747697120566,-0.08985669881192129,-0.09577475442699825,-0.04174997733751562,-0.009233560783761445,-0.015240190052203338,-0.03605291559770431,-0.013489800457077431,-0.06911290198242466,-0.11728250646766328,-0.027898524619899265,-0.06331416996976591,-0.04703315613509826,-0.11889904630595237,-0.04818767692157414,-0.044816714820937645,-0.12449737649037576,0.04824452775015521,0.031616205611260696,-0.0033525439377071692,-0.05043210948211639,-0.07082581484177822,-0.06132729076424925,0.05137428950828143,-0.0655556658561162,-0.017461012118818797,-0.055797701425645316,-0.06410732988427588,-0.05888814899719997,-0.031092276297642437,-0.07883484296625991,-0.07485399478176978,4407
-0.0564354952191471,-0.10049257866056684,-0.07704766359304518,-0.023594633195455746,-0.06639388584977671,-0.06246658383135478,-0.031199726787893473,-0.03796918976943208,-0.05565059514736963,-0.039460517792165715,-0.00845493410451265,-0.0564354952191471,-0.03999458526529277,0.04973170932010846,-0.06673486528109573,-0.10527187387468542,-0.06500358988855683,-0.07550552662115918,-0.07682171113159907,-0.04391070261676783,0.014121811227782333,0.119755398723357,-0.21196934414029664,0.12041906203813615,-0.1160995233595517,0.07905819893587761,-0.020122782649504144,-0.049933104638616256,-0.04237429052576926,-0.04261177660426953,-0.022940655148012554,-0.011985267155814733,0.014193050993888696,-0.057018481631802724,-0.049233978186835815,4930
-0.0021688328081348536,-0.012888507409339146,-0.03393161461814268,-0.08105198952898794,-0.023534605326205844,-0.027131359976778655,-0.013537476983838542,0.05077834731131291,0.18521142334065124,0.2245039839056253,0.024590386688658917,-0.0021688328081348536,-0.040650679672783185,-0.055809394812247407,0.043398109252307804,0.05474829652723558,-0.054451243243726945,-0.04783668538579986,-0.04771385249821597,-0.049737957694048124,-0.03428993266449383,0.16288915411011304,-0.1234926671407808,-0.05493589457215911,-0.029524361915880086,-0.03139657353134271,0.5399376159198161,-0.010328461176774252,0.13213331509398765,0.0018538332468481284,-0.016950363112765512,-0.01013794832279174,0.049127446333069855,0.014811804538309008,0.043622325614092385,6755
-0.18450083607769205,-0.16571109630666886,-0.17962582366119684,-0.16296358475227532,-0.17128526546130524,-0.18793657362006155,-0.1988733515943883,-0.21604832143063082,-0.20703957562146413,-0.18474072842432523,-0.21357547486223044,-0.18450083607769205,-0.14095439268991733,-0.1953837535662407,-0.20814037293033327,-0.17499724934716565,-0.15611569036116849,-0.181231316007271,-0.1807278330946284,-0.18930782320354192,-0.2605142482461124,-0.1711201687593828,-0.08892199441986581,-0.21967724999347346,-0.15255515830872476,-0.2114143039611338,-0.12736839088618251,-0.18106793667641885,-0.19968338047997852,-0.18710559471459892,-0.18030062649981735,-0.18272642694330746,-0.19903614722452076,-0.18310569093691978,-0.18617751866635598,2424
