TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Two or more races pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
0.1011943781655054,0.10446600352040608,0.09823005839786975,0.08084692139206619,0.09542680510422447,0.09872788120957122,0.10692172922653169,0.10344209852847089,0.10789514095952293,0.11940521278382057,0.11365872143271813,0.04699437797318726,0.1011943781655054,0.07686705415943935,0.12568310051837994,0.11552723503896205,0.07857588878993539,0.08067260667316978,0.10842130217121501,0.10718400308192169,0.13912441598892542,0.07575713120137031,0.07109286618584378,0.07822858571942759,0.1385248384670984,0.10501158057376525,0.10976623014658397,0.10404993240499087,0.11089361820276818,0.10034186493505405,0.10249445934974266,0.09417827715355805,0.10785795239894219,0.09266279732948637,0.09865018291913712,1004
0.10666258095778638,0.10533928254669997,0.10823311933451635,0.10309077634460939,0.093841642228739,0.10149595264535359,0.10682487983411636,0.09955214331413947,0.11837272692371678,0.1335534866944035,0.11813129889548243,0.06659939455095863,0.10666258095778638,0.1263259566842503,0.1340540860318423,0.10345860043760317,0.06874878440766104,0.13157882263497023,0.09563386370291865,0.09578670775895592,0.09309569129607198,0.08879243670361646,0.026418439677369055,0.16450652144970532,0.05716004596634385,0.13030419572186572,0.08305108700214167,0.10965383392926523,0.12272153040967335,0.10674737837175036,0.11172145447368542,0.11280299625468165,0.13043067623724972,0.11715368873083505,0.11504982969597577,1321
0.023634642617710894,0.019266718517608854,0.02350719320111954,0.01737649063032368,0.01727827534279147,0.0216018123812036,0.02280803191381179,0.02943058221369162,0.03415213134893721,0.03824698221981753,0.026290392731874952,0.023641343520253714,0.023634642617710894,0.009472505664092527,0.028810388304283844,0.02604122682430617,0.027311160929070825,0.017253130921876497,0.024710295491626108,0.02497519561843774,0.01868835438657207,0.021722625499884924,0.03169968955035765,0.06677072523104946,0.013592784543247633,0.02873785779858789,0.016473033289062793,0.02338791257493165,0.03506726083878223,0.024213511525103287,0.019825570604147302,0.019943071161048688,0.019833774083868532,0.02160566309927198,0.023968714519994952,253
0.026055529534102596,0.02799950878054771,0.023757269724535707,0.020686298369432952,0.020976988718924203,0.023012986054347553,0.025277691420402874,0.02856046065259117,0.029593181730929195,0.04835289215594818,0.028179478037516633,0.012685598962087357,0.026055529534102596,0.018168576437685668,0.030969688454399576,0.0338106022801428,0.02301180276182579,0.02118722396175493,0.025017082455969095,0.02525140558162186,0.019726596296937186,0.030407782700799964,0.028269179922709973,0.0715233992730515,0.0216357935575046,0.044413436324754044,0.0199480214377495,0.027500506190635925,0.03559479682923104,0.025806505704386397,0.028286618256411426,0.0296749063670412,0.02342274272761617,0.025497366390445197,0.027500946133467895,303
0.11936734329259675,0.08399852634164313,0.08192506907113577,0.173813579946459,0.1130749517846292,0.09563415431075563,0.09917377783330476,0.16127959053103008,0.13060990747731724,0.12640161197037258,0.11415899303539795,0.09370044687905435,0.11936734329259675,0.07189787086024328,0.104149257925445,0.13017542512763428,0.1643173745252792,0.1298724690273121,0.12833456512947802,0.13060370048663833,0.07579165945665339,0.13985399892578254,0.11592258721109511,0.23579929208844708,0.08707159308520854,0.17864407872620158,0.09977090693253603,0.11732717153811921,0.14715477628309248,0.12940981661702536,0.10863985185507134,0.11474456928838951,0.09812995844352096,0.10715603717247627,0.11681594550271225,1146
0.08963154362144585,0.09180345763914474,0.08822699746122313,0.08026283767339985,0.08168872685001717,0.08895821731857462,0.0917647993135315,0.09233525271912987,0.09397834738876164,0.0907977138876969,0.07495113951790991,0.07669021190716448,0.08963154362144585,0.16165374420197245,0.11044968165112513,0.07069210394994435,0.06092804717010103,0.126127970832729,0.08782474097418806,0.08782023092606658,0.08894272365461152,0.08953391363323059,0.035149980159633665,0.09773919162333888,0.07552953007974382,0.07474097299998345,0.07506834184325907,0.09052961665240399,0.0928463343189927,0.08867108652683253,0.09930598033973155,0.0929558052434457,0.11116358141292028,0.11621431207434496,0.10243471679071527,1050
0.4985656734418004,0.3970144773288578,0.47574557814691293,0.502993429058165,0.4675702095056934,0.44126315241001324,0.5425987210069237,0.5660396673064619,0.529557989839141,0.5321927647903878,0.5454304482470893,0.34510595358224017,0.4985656734418004,0.2875914834409731,0.49119641497016175,0.472396453111205,0.7071829991094186,0.3463423836432735,0.5720182398795164,0.5813492856701544,0.3564630558920228,0.7157479864060798,0.6867003038828757,0.5423864193582203,0.5763571006832938,0.4657569637054318,0.5310332495397374,0.49944361732697445,0.5375869393194785,0.5258557627612459,0.4551509254961113,0.4736479400749064,0.480449565545901,0.4396953735699668,0.44808881039485304,4407
0.5259849910231426,0.43483837515521173,0.47554551692818,0.6148454611827695,0.5285461414493673,0.5197461190010192,0.5642929849079592,0.5156749840051184,0.4649328794645714,0.5258182677537515,0.5542188016255093,0.35606169814040656,0.5259849910231426,0.5162515586930427,0.6059646969215184,0.46613181835630113,0.5147355382898791,0.46351199803579746,0.5079834335039255,0.5063510119824243,0.5526907769510295,0.651793934632754,0.8583495625884184,0.23519449233345419,0.9999999999999999,0.38029923380503367,0.8500481360440056,0.5330473175575293,0.4953562950314439,0.5543284376709587,0.5270074859787082,0.556416479400749,0.5465621458254627,0.4835105847619687,0.49779235524157944,4930
0.6433555920073407,0.6321994350976299,0.5651229276158504,0.4764662935020686,0.6399302528334787,0.6030053657165125,0.6006115070637105,0.6712220089571337,0.8501241314001254,0.9999999999999999,0.6118993707404579,0.589592042669742,0.6433555920073407,0.5143104714667942,0.44993307648507347,0.6678284902690875,1.0,0.48645297431653434,0.5728409867384362,0.5745603355224185,0.5385014708427063,0.5610588616120108,0.9423516605870529,0.36547796364465734,0.5650131076535888,0.5437167448717966,0.5990484296088667,0.6182358182202088,0.7911651604125887,0.6503440657822755,0.5374635596037166,0.559676404494382,0.5975632791839818,0.6277719998658033,0.6779361675286993,6755
0.24899898609862786,0.28790917898126545,0.2624303036729239,0.27919201752251155,0.255950965628385,0.22410523447736094,0.2195091479093606,0.2035572616762636,0.22282866027667228,0.2540470282405766,0.19618113565387177,0.915381288741531,0.24899898609862786,0.21755705631792835,0.243586804605521,0.20716287282637905,0.2843308867938048,0.2654327834134846,0.26015534576285365,0.2628646607523814,0.19865028551652533,0.1370609193143631,0.29187540085577507,0.41638389049890584,0.1500677338755943,0.31148631993448334,0.18997242065319275,0.25097989441014434,0.22870073438562882,0.24231956720863404,0.25233516008836543,0.25511310861423225,0.23526633925198337,0.230281477505284,0.23211807745679325,2424
